GL_Account_ID,GL_Account_No,Account_Name,Account_Type,Account_Category,Cost_Center_ID,Parent_Account,Currency,Normal_Balance,Financial_Statement,Is_Posting_Allowed,Tax_Code,Status,Created_Date,Notes
GL-000187,400187,Sales Revenue 0187,Revenue,Operating Revenue,CC-00187,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000188,500188,Cost of Goods Sold 0188,Expense,COGS,CC-00188,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000189,510189,Production Cost 0189,Expense,Manufacturing,CC-00189,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000190,520190,Maintenance Expense 0190,Expense,Maintenance,CC-00190,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000191,530191,Utilities Expense 0191,Expense,Utilities,CC-00191,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000192,540192,Quality Expense 0192,Expense,Quality,CC-00192,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000193,550193,Warehouse Expense 0193,Expense,Warehouse,CC-00193,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000194,560194,Sales Expense 0194,Expense,Sales,CC-00194,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000195,570195,Administrative Expense 0195,Expense,Administration,CC-00195,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000196,100196,Cash 0196,Asset,Current Asset,CC-00196,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000197,110197,Accounts Receivable 0197,Asset,Current Asset,CC-00197,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000198,120198,Inventory 0198,Asset,Current Asset,CC-00198,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000199,130199,Fixed Assets 0199,Asset,Non Current Asset,CC-00199,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000200,200200,Accounts Payable 0200,Liability,Current Liability,CC-00200,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000201,300201,Equity 0201,Equity,Equity,CC-00201,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000202,400202,Sales Revenue 0202,Revenue,Operating Revenue,CC-00202,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000203,500203,Cost of Goods Sold 0203,Expense,COGS,CC-00203,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000204,510204,Production Cost 0204,Expense,Manufacturing,CC-00204,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000205,520205,Maintenance Expense 0205,Expense,Maintenance,CC-00205,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000206,530206,Utilities Expense 0206,Expense,Utilities,CC-00206,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000207,540207,Quality Expense 0207,Expense,Quality,CC-00207,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000208,550208,Warehouse Expense 0208,Expense,Warehouse,CC-00208,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000209,560209,Sales Expense 0209,Expense,Sales,CC-00209,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000210,570210,Administrative Expense 0210,Expense,Administration,CC-00210,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000211,100211,Cash 0211,Asset,Current Asset,CC-00211,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000212,110212,Accounts Receivable 0212,Asset,Current Asset,CC-00212,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000213,120213,Inventory 0213,Asset,Current Asset,CC-00213,GL-000002,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000214,130214,Fixed Assets 0214,Asset,Non Current Asset,CC-00214,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000215,200215,Accounts Payable 0215,Liability,Current Liability,CC-00215,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000216,300216,Equity 0216,Equity,Equity,CC-00216,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000217,400217,Sales Revenue 0217,Revenue,Operating Revenue,CC-00217,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000218,500218,Cost of Goods Sold 0218,Expense,COGS,CC-00218,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000219,510219,Production Cost 0219,Expense,Manufacturing,CC-00219,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000220,520220,Maintenance Expense 0220,Expense,Maintenance,CC-00220,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000221,530221,Utilities Expense 0221,Expense,Utilities,CC-00221,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000222,540222,Quality Expense 0222,Expense,Quality,CC-00222,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000223,550223,Warehouse Expense 0223,Expense,Warehouse,CC-00223,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000224,560224,Sales Expense 0224,Expense,Sales,CC-00224,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000225,570225,Administrative Expense 0225,Expense,Administration,CC-00225,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000226,100226,Cash 0226,Asset,Current Asset,CC-00226,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000227,110227,Accounts Receivable 0227,Asset,Current Asset,CC-00227,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000228,120228,Inventory 0228,Asset,Current Asset,CC-00228,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000229,130229,Fixed Assets 0229,Asset,Non Current Asset,CC-00229,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000230,200230,Accounts Payable 0230,Liability,Current Liability,CC-00230,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000231,300231,Equity 0231,Equity,Equity,CC-00231,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000232,400232,Sales Revenue 0232,Revenue,Operating Revenue,CC-00232,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000233,500233,Cost of Goods Sold 0233,Expense,COGS,CC-00233,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000234,510234,Production Cost 0234,Expense,Manufacturing,CC-00234,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000235,520235,Maintenance Expense 0235,Expense,Maintenance,CC-00235,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000236,530236,Utilities Expense 0236,Expense,Utilities,CC-00236,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000237,540237,Quality Expense 0237,Expense,Quality,CC-00237,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000238,550238,Warehouse Expense 0238,Expense,Warehouse,CC-00238,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000239,560239,Sales Expense 0239,Expense,Sales,CC-00239,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000240,570240,Administrative Expense 0240,Expense,Administration,CC-00240,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000241,100241,Cash 0241,Asset,Current Asset,CC-00241,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000242,110242,Accounts Receivable 0242,Asset,Current Asset,CC-00242,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000243,120243,Inventory 0243,Asset,Current Asset,CC-00243,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000244,130244,Fixed Assets 0244,Asset,Non Current Asset,CC-00244,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000245,200245,Accounts Payable 0245,Liability,Current Liability,CC-00245,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000246,300246,Equity 0246,Equity,Equity,CC-00246,GL-000005,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000247,400247,Sales Revenue 0247,Revenue,Operating Revenue,CC-00247,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000248,500248,Cost of Goods Sold 0248,Expense,COGS,CC-00248,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000249,510249,Production Cost 0249,Expense,Manufacturing,CC-00249,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000250,520250,Maintenance Expense 0250,Expense,Maintenance,CC-00250,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000251,530251,Utilities Expense 0251,Expense,Utilities,CC-00251,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000252,540252,Quality Expense 0252,Expense,Quality,CC-00252,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000253,550253,Warehouse Expense 0253,Expense,Warehouse,CC-00253,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000254,560254,Sales Expense 0254,Expense,Sales,CC-00254,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000255,570255,Administrative Expense 0255,Expense,Administration,CC-00255,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000256,100256,Cash 0256,Asset,Current Asset,CC-00256,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000257,110257,Accounts Receivable 0257,Asset,Current Asset,CC-00257,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000258,120258,Inventory 0258,Asset,Current Asset,CC-00258,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000259,130259,Fixed Assets 0259,Asset,Non Current Asset,CC-00259,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000260,200260,Accounts Payable 0260,Liability,Current Liability,CC-00260,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000261,300261,Equity 0261,Equity,Equity,CC-00261,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000262,400262,Sales Revenue 0262,Revenue,Operating Revenue,CC-00262,GL-000006,USD,Credit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000263,500263,Cost of Goods Sold 0263,Expense,COGS,CC-00263,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000264,510264,Production Cost 0264,Expense,Manufacturing,CC-00264,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000265,520265,Maintenance Expense 0265,Expense,Maintenance,CC-00265,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000266,530266,Utilities Expense 0266,Expense,Utilities,CC-00266,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000267,540267,Quality Expense 0267,Expense,Quality,CC-00267,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000268,550268,Warehouse Expense 0268,Expense,Warehouse,CC-00268,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000269,560269,Sales Expense 0269,Expense,Sales,CC-00269,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000270,570270,Administrative Expense 0270,Expense,Administration,CC-00270,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000271,100271,Cash 0271,Asset,Current Asset,CC-00271,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000272,110272,Accounts Receivable 0272,Asset,Current Asset,CC-00272,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000273,120273,Inventory 0273,Asset,Current Asset,CC-00273,GL-000002,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000274,130274,Fixed Assets 0274,Asset,Non Current Asset,CC-00274,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000275,200275,Accounts Payable 0275,Liability,Current Liability,CC-00275,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000276,300276,Equity 0276,Equity,Equity,CC-00276,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000277,400277,Sales Revenue 0277,Revenue,Operating Revenue,CC-00277,GL-000006,USD,Credit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000278,500278,Cost of Goods Sold 0278,Expense,COGS,CC-00278,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000279,510279,Production Cost 0279,Expense,Manufacturing,CC-00279,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000280,520280,Maintenance Expense 0280,Expense,Maintenance,CC-00280,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000281,530281,Utilities Expense 0281,Expense,Utilities,CC-00281,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000282,540282,Quality Expense 0282,Expense,Quality,CC-00282,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000283,550283,Warehouse Expense 0283,Expense,Warehouse,CC-00283,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000284,560284,Sales Expense 0284,Expense,Sales,CC-00284,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000285,570285,Administrative Expense 0285,Expense,Administration,CC-00285,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000286,100286,Cash 0286,Asset,Current Asset,CC-00286,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000287,110287,Accounts Receivable 0287,Asset,Current Asset,CC-00287,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000288,120288,Inventory 0288,Asset,Current Asset,CC-00288,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000289,130289,Fixed Assets 0289,Asset,Non Current Asset,CC-00289,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000290,200290,Accounts Payable 0290,Liability,Current Liability,CC-00290,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000291,300291,Equity 0291,Equity,Equity,CC-00291,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000292,400292,Sales Revenue 0292,Revenue,Operating Revenue,CC-00292,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000293,500293,Cost of Goods Sold 0293,Expense,COGS,CC-00293,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000294,510294,Production Cost 0294,Expense,Manufacturing,CC-00294,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000295,520295,Maintenance Expense 0295,Expense,Maintenance,CC-00295,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000296,530296,Utilities Expense 0296,Expense,Utilities,CC-00296,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000297,540297,Quality Expense 0297,Expense,Quality,CC-00297,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000298,550298,Warehouse Expense 0298,Expense,Warehouse,CC-00298,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000299,560299,Sales Expense 0299,Expense,Sales,CC-00299,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000300,570300,Administrative Expense 0300,Expense,Administration,CC-00300,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000301,100301,Cash 0301,Asset,Current Asset,CC-00301,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000302,110302,Accounts Receivable 0302,Asset,Current Asset,CC-00302,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000303,120303,Inventory 0303,Asset,Current Asset,CC-00303,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000304,130304,Fixed Assets 0304,Asset,Non Current Asset,CC-00304,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000305,200305,Accounts Payable 0305,Liability,Current Liability,CC-00305,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000306,300306,Equity 0306,Equity,Equity,CC-00306,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000307,400307,Sales Revenue 0307,Revenue,Operating Revenue,CC-00307,GL-000006,USD,Credit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000308,500308,Cost of Goods Sold 0308,Expense,COGS,CC-00308,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000309,510309,Production Cost 0309,Expense,Manufacturing,CC-00309,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000310,520310,Maintenance Expense 0310,Expense,Maintenance,CC-00310,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000311,530311,Utilities Expense 0311,Expense,Utilities,CC-00311,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000312,540312,Quality Expense 0312,Expense,Quality,CC-00312,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000313,550313,Warehouse Expense 0313,Expense,Warehouse,CC-00313,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000314,560314,Sales Expense 0314,Expense,Sales,CC-00314,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000315,570315,Administrative Expense 0315,Expense,Administration,CC-00315,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000316,100316,Cash 0316,Asset,Current Asset,CC-00316,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000317,110317,Accounts Receivable 0317,Asset,Current Asset,CC-00317,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000318,120318,Inventory 0318,Asset,Current Asset,CC-00318,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000319,130319,Fixed Assets 0319,Asset,Non Current Asset,CC-00319,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000320,200320,Accounts Payable 0320,Liability,Current Liability,CC-00320,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000321,300321,Equity 0321,Equity,Equity,CC-00321,GL-000005,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-000322,400322,Sales Revenue 0322,Revenue,Operating Revenue,CC-00322,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000323,500323,Cost of Goods Sold 0323,Expense,COGS,CC-00323,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000324,510324,Production Cost 0324,Expense,Manufacturing,CC-00324,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000325,520325,Maintenance Expense 0325,Expense,Maintenance,CC-00325,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000326,530326,Utilities Expense 0326,Expense,Utilities,CC-00326,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000327,540327,Quality Expense 0327,Expense,Quality,CC-00327,GL-000011,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000328,550328,Warehouse Expense 0328,Expense,Warehouse,CC-00328,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-000329,560329,Sales Expense 0329,Expense,Sales,CC-00329,GL-000013,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000330,570330,Administrative Expense 0330,Expense,Administration,CC-00330,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000331,100331,Cash 0331,Asset,Current Asset,CC-00331,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000332,110332,Accounts Receivable 0332,Asset,Current Asset,CC-00332,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-000333,120333,Inventory 0333,Asset,Current Asset,CC-00333,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000334,130334,Fixed Assets 0334,Asset,Non Current Asset,CC-00334,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-000335,200335,Accounts Payable 0335,Liability,Current Liability,CC-00335,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000336,300336,Equity 0336,Equity,Equity,CC-00336,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-000337,400337,Sales Revenue 0337,Revenue,Operating Revenue,CC-00337,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000338,500338,Cost of Goods Sold 0338,Expense,COGS,CC-00338,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000339,510339,Production Cost 0339,Expense,Manufacturing,CC-00339,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000340,520340,Maintenance Expense 0340,Expense,Maintenance,CC-00340,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000341,530341,Utilities Expense 0341,Expense,Utilities,CC-00341,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000342,540342,Quality Expense 0342,Expense,Quality,CC-00342,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000343,550343,Warehouse Expense 0343,Expense,Warehouse,CC-00343,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-000344,560344,Sales Expense 0344,Expense,Sales,CC-00344,GL-000013,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-000345,570345,Administrative Expense 0345,Expense,Administration,CC-00345,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-000346,100346,Cash 0346,Asset,Current Asset,CC-00346,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
