Cost_Center_ID,Cost_Center_Code,Cost_Center_Name,Department,Parent_Cost_Center,Manager_ID,Plant,Area,Budget_Type,Annual_Budget_USD,Currency,Start_Date,End_Date,Status,Notes
CC-00652,CC-PRD-652,Production Cost Center 652,Production,CC-00002,EMP-000652,Plant-01,Mixing,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00653,CC-QLT-653,Quality Cost Center 653,Quality,CC-00003,EMP-000653,Plant-01,Refining,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00654,CC-WHS-654,Warehouse Cost Center 654,Warehouse,CC-00004,EMP-000654,Plant-01,Conching,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00655,CC-SCM-655,Supply Chain Cost Center 655,Supply Chain,CC-00005,EMP-000655,Plant-01,Tempering,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00656,CC-UTL-656,Utilities Cost Center 656,Utilities,CC-00006,EMP-000656,Plant-01,Molding,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00657,CC-SLS-657,Sales Cost Center 657,Sales,CC-00007,EMP-000657,Plant-01,Cooling,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00658,CC-HR-658,Human Resources Cost Center 658,Human Resources,CC-00008,EMP-000658,Plant-01,Packaging,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00659,CC-FIN-659,Finance Cost Center 659,Finance,CC-00009,EMP-000659,Plant-01,Utilities,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00660,CC-ENG-660,Engineering Cost Center 660,Engineering,CC-00010,EMP-000660,Plant-01,Administration,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00661,CC-MNT-661,Maintenance Cost Center 661,Maintenance,CC-00001,EMP-000661,Plant-01,Roasting,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00662,CC-PRD-662,Production Cost Center 662,Production,CC-00002,EMP-000662,Plant-01,Mixing,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00663,CC-QLT-663,Quality Cost Center 663,Quality,CC-00003,EMP-000663,Plant-01,Refining,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00664,CC-WHS-664,Warehouse Cost Center 664,Warehouse,CC-00004,EMP-000664,Plant-01,Conching,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00665,CC-SCM-665,Supply Chain Cost Center 665,Supply Chain,CC-00005,EMP-000665,Plant-01,Tempering,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00666,CC-UTL-666,Utilities Cost Center 666,Utilities,CC-00006,EMP-000666,Plant-01,Molding,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00667,CC-SLS-667,Sales Cost Center 667,Sales,CC-00007,EMP-000667,Plant-01,Cooling,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00668,CC-HR-668,Human Resources Cost Center 668,Human Resources,CC-00008,EMP-000668,Plant-01,Packaging,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00669,CC-FIN-669,Finance Cost Center 669,Finance,CC-00009,EMP-000669,Plant-01,Utilities,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00670,CC-ENG-670,Engineering Cost Center 670,Engineering,CC-00010,EMP-000670,Plant-01,Administration,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00671,CC-MNT-671,Maintenance Cost Center 671,Maintenance,CC-00001,EMP-000671,Plant-01,Roasting,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00672,CC-PRD-672,Production Cost Center 672,Production,CC-00002,EMP-000672,Plant-01,Mixing,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00673,CC-QLT-673,Quality Cost Center 673,Quality,CC-00003,EMP-000673,Plant-01,Refining,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00674,CC-WHS-674,Warehouse Cost Center 674,Warehouse,CC-00004,EMP-000674,Plant-01,Conching,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00675,CC-SCM-675,Supply Chain Cost Center 675,Supply Chain,CC-00005,EMP-000675,Plant-01,Tempering,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00676,CC-UTL-676,Utilities Cost Center 676,Utilities,CC-00006,EMP-000676,Plant-01,Molding,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00677,CC-SLS-677,Sales Cost Center 677,Sales,CC-00007,EMP-000677,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00678,CC-HR-678,Human Resources Cost Center 678,Human Resources,CC-00008,EMP-000678,Plant-01,Packaging,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00679,CC-FIN-679,Finance Cost Center 679,Finance,CC-00009,EMP-000679,Plant-01,Utilities,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00680,CC-ENG-680,Engineering Cost Center 680,Engineering,CC-00010,EMP-000680,Plant-01,Administration,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00681,CC-MNT-681,Maintenance Cost Center 681,Maintenance,CC-00001,EMP-000681,Plant-01,Roasting,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00682,CC-PRD-682,Production Cost Center 682,Production,CC-00002,EMP-000682,Plant-01,Mixing,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00683,CC-QLT-683,Quality Cost Center 683,Quality,CC-00003,EMP-000683,Plant-01,Refining,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00684,CC-WHS-684,Warehouse Cost Center 684,Warehouse,CC-00004,EMP-000684,Plant-01,Conching,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00685,CC-SCM-685,Supply Chain Cost Center 685,Supply Chain,CC-00005,EMP-000685,Plant-01,Tempering,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00686,CC-UTL-686,Utilities Cost Center 686,Utilities,CC-00006,EMP-000686,Plant-01,Molding,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00687,CC-SLS-687,Sales Cost Center 687,Sales,CC-00007,EMP-000687,Plant-01,Cooling,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00688,CC-HR-688,Human Resources Cost Center 688,Human Resources,CC-00008,EMP-000688,Plant-01,Packaging,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00689,CC-FIN-689,Finance Cost Center 689,Finance,CC-00009,EMP-000689,Plant-01,Utilities,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00690,CC-ENG-690,Engineering Cost Center 690,Engineering,CC-00010,EMP-000690,Plant-01,Administration,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00691,CC-MNT-691,Maintenance Cost Center 691,Maintenance,CC-00001,EMP-000691,Plant-01,Roasting,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00692,CC-PRD-692,Production Cost Center 692,Production,CC-00002,EMP-000692,Plant-01,Mixing,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00693,CC-QLT-693,Quality Cost Center 693,Quality,CC-00003,EMP-000693,Plant-01,Refining,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00694,CC-WHS-694,Warehouse Cost Center 694,Warehouse,CC-00004,EMP-000694,Plant-01,Conching,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00695,CC-SCM-695,Supply Chain Cost Center 695,Supply Chain,CC-00005,EMP-000695,Plant-01,Tempering,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00696,CC-UTL-696,Utilities Cost Center 696,Utilities,CC-00006,EMP-000696,Plant-01,Molding,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00697,CC-SLS-697,Sales Cost Center 697,Sales,CC-00007,EMP-000697,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00698,CC-HR-698,Human Resources Cost Center 698,Human Resources,CC-00008,EMP-000698,Plant-01,Packaging,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00699,CC-FIN-699,Finance Cost Center 699,Finance,CC-00009,EMP-000699,Plant-01,Utilities,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00700,CC-ENG-700,Engineering Cost Center 700,Engineering,CC-00010,EMP-000700,Plant-01,Administration,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00701,CC-MNT-701,Maintenance Cost Center 701,Maintenance,CC-00001,EMP-000701,Plant-01,Roasting,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00702,CC-PRD-702,Production Cost Center 702,Production,CC-00002,EMP-000702,Plant-01,Mixing,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00703,CC-QLT-703,Quality Cost Center 703,Quality,CC-00003,EMP-000703,Plant-01,Refining,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00704,CC-WHS-704,Warehouse Cost Center 704,Warehouse,CC-00004,EMP-000704,Plant-01,Conching,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00705,CC-SCM-705,Supply Chain Cost Center 705,Supply Chain,CC-00005,EMP-000705,Plant-01,Tempering,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00706,CC-UTL-706,Utilities Cost Center 706,Utilities,CC-00006,EMP-000706,Plant-01,Molding,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00707,CC-SLS-707,Sales Cost Center 707,Sales,CC-00007,EMP-000707,Plant-01,Cooling,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00708,CC-HR-708,Human Resources Cost Center 708,Human Resources,CC-00008,EMP-000708,Plant-01,Packaging,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00709,CC-FIN-709,Finance Cost Center 709,Finance,CC-00009,EMP-000709,Plant-01,Utilities,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00710,CC-ENG-710,Engineering Cost Center 710,Engineering,CC-00010,EMP-000710,Plant-01,Administration,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00711,CC-MNT-711,Maintenance Cost Center 711,Maintenance,CC-00001,EMP-000711,Plant-01,Roasting,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00712,CC-PRD-712,Production Cost Center 712,Production,CC-00002,EMP-000712,Plant-01,Mixing,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00713,CC-QLT-713,Quality Cost Center 713,Quality,CC-00003,EMP-000713,Plant-01,Refining,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00714,CC-WHS-714,Warehouse Cost Center 714,Warehouse,CC-00004,EMP-000714,Plant-01,Conching,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00715,CC-SCM-715,Supply Chain Cost Center 715,Supply Chain,CC-00005,EMP-000715,Plant-01,Tempering,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00716,CC-UTL-716,Utilities Cost Center 716,Utilities,CC-00006,EMP-000716,Plant-01,Molding,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00717,CC-SLS-717,Sales Cost Center 717,Sales,CC-00007,EMP-000717,Plant-01,Cooling,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00718,CC-HR-718,Human Resources Cost Center 718,Human Resources,CC-00008,EMP-000718,Plant-01,Packaging,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00719,CC-FIN-719,Finance Cost Center 719,Finance,CC-00009,EMP-000719,Plant-01,Utilities,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00720,CC-ENG-720,Engineering Cost Center 720,Engineering,CC-00010,EMP-000720,Plant-01,Administration,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00721,CC-MNT-721,Maintenance Cost Center 721,Maintenance,CC-00001,EMP-000721,Plant-01,Roasting,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00722,CC-PRD-722,Production Cost Center 722,Production,CC-00002,EMP-000722,Plant-01,Mixing,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00723,CC-QLT-723,Quality Cost Center 723,Quality,CC-00003,EMP-000723,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00724,CC-WHS-724,Warehouse Cost Center 724,Warehouse,CC-00004,EMP-000724,Plant-01,Conching,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00725,CC-SCM-725,Supply Chain Cost Center 725,Supply Chain,CC-00005,EMP-000725,Plant-01,Tempering,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00726,CC-UTL-726,Utilities Cost Center 726,Utilities,CC-00006,EMP-000726,Plant-01,Molding,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00727,CC-SLS-727,Sales Cost Center 727,Sales,CC-00007,EMP-000727,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00728,CC-HR-728,Human Resources Cost Center 728,Human Resources,CC-00008,EMP-000728,Plant-01,Packaging,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00729,CC-FIN-729,Finance Cost Center 729,Finance,CC-00009,EMP-000729,Plant-01,Utilities,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00730,CC-ENG-730,Engineering Cost Center 730,Engineering,CC-00010,EMP-000730,Plant-01,Administration,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00731,CC-MNT-731,Maintenance Cost Center 731,Maintenance,CC-00001,EMP-000731,Plant-01,Roasting,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00732,CC-PRD-732,Production Cost Center 732,Production,CC-00002,EMP-000732,Plant-01,Mixing,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00733,CC-QLT-733,Quality Cost Center 733,Quality,CC-00003,EMP-000733,Plant-01,Refining,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00734,CC-WHS-734,Warehouse Cost Center 734,Warehouse,CC-00004,EMP-000734,Plant-01,Conching,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00735,CC-SCM-735,Supply Chain Cost Center 735,Supply Chain,CC-00005,EMP-000735,Plant-01,Tempering,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00736,CC-UTL-736,Utilities Cost Center 736,Utilities,CC-00006,EMP-000736,Plant-01,Molding,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00737,CC-SLS-737,Sales Cost Center 737,Sales,CC-00007,EMP-000737,Plant-01,Cooling,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00738,CC-HR-738,Human Resources Cost Center 738,Human Resources,CC-00008,EMP-000738,Plant-01,Packaging,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00739,CC-FIN-739,Finance Cost Center 739,Finance,CC-00009,EMP-000739,Plant-01,Utilities,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00740,CC-ENG-740,Engineering Cost Center 740,Engineering,CC-00010,EMP-000740,Plant-01,Administration,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00741,CC-MNT-741,Maintenance Cost Center 741,Maintenance,CC-00001,EMP-000741,Plant-01,Roasting,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00742,CC-PRD-742,Production Cost Center 742,Production,CC-00002,EMP-000742,Plant-01,Mixing,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00743,CC-QLT-743,Quality Cost Center 743,Quality,CC-00003,EMP-000743,Plant-01,Refining,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00744,CC-WHS-744,Warehouse Cost Center 744,Warehouse,CC-00004,EMP-000744,Plant-01,Conching,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00745,CC-SCM-745,Supply Chain Cost Center 745,Supply Chain,CC-00005,EMP-000745,Plant-01,Tempering,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00746,CC-UTL-746,Utilities Cost Center 746,Utilities,CC-00006,EMP-000746,Plant-01,Molding,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00747,CC-SLS-747,Sales Cost Center 747,Sales,CC-00007,EMP-000747,Plant-01,Cooling,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00748,CC-HR-748,Human Resources Cost Center 748,Human Resources,CC-00008,EMP-000748,Plant-01,Packaging,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00749,CC-FIN-749,Finance Cost Center 749,Finance,CC-00009,EMP-000749,Plant-01,Utilities,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00750,CC-ENG-750,Engineering Cost Center 750,Engineering,CC-00010,EMP-000750,Plant-01,Administration,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00751,CC-MNT-751,Maintenance Cost Center 751,Maintenance,CC-00001,EMP-000751,Plant-01,Roasting,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00752,CC-PRD-752,Production Cost Center 752,Production,CC-00002,EMP-000752,Plant-01,Mixing,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00753,CC-QLT-753,Quality Cost Center 753,Quality,CC-00003,EMP-000753,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00754,CC-WHS-754,Warehouse Cost Center 754,Warehouse,CC-00004,EMP-000754,Plant-01,Conching,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00755,CC-SCM-755,Supply Chain Cost Center 755,Supply Chain,CC-00005,EMP-000755,Plant-01,Tempering,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00756,CC-UTL-756,Utilities Cost Center 756,Utilities,CC-00006,EMP-000756,Plant-01,Molding,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00757,CC-SLS-757,Sales Cost Center 757,Sales,CC-00007,EMP-000757,Plant-01,Cooling,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00758,CC-HR-758,Human Resources Cost Center 758,Human Resources,CC-00008,EMP-000758,Plant-01,Packaging,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00759,CC-FIN-759,Finance Cost Center 759,Finance,CC-00009,EMP-000759,Plant-01,Utilities,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00760,CC-ENG-760,Engineering Cost Center 760,Engineering,CC-00010,EMP-000760,Plant-01,Administration,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00761,CC-MNT-761,Maintenance Cost Center 761,Maintenance,CC-00001,EMP-000761,Plant-01,Roasting,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00762,CC-PRD-762,Production Cost Center 762,Production,CC-00002,EMP-000762,Plant-01,Mixing,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00763,CC-QLT-763,Quality Cost Center 763,Quality,CC-00003,EMP-000763,Plant-01,Refining,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00764,CC-WHS-764,Warehouse Cost Center 764,Warehouse,CC-00004,EMP-000764,Plant-01,Conching,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00765,CC-SCM-765,Supply Chain Cost Center 765,Supply Chain,CC-00005,EMP-000765,Plant-01,Tempering,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00766,CC-UTL-766,Utilities Cost Center 766,Utilities,CC-00006,EMP-000766,Plant-01,Molding,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00767,CC-SLS-767,Sales Cost Center 767,Sales,CC-00007,EMP-000767,Plant-01,Cooling,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00768,CC-HR-768,Human Resources Cost Center 768,Human Resources,CC-00008,EMP-000768,Plant-01,Packaging,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00769,CC-FIN-769,Finance Cost Center 769,Finance,CC-00009,EMP-000769,Plant-01,Utilities,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00770,CC-ENG-770,Engineering Cost Center 770,Engineering,CC-00010,EMP-000770,Plant-01,Administration,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00771,CC-MNT-771,Maintenance Cost Center 771,Maintenance,CC-00001,EMP-000771,Plant-01,Roasting,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00772,CC-PRD-772,Production Cost Center 772,Production,CC-00002,EMP-000772,Plant-01,Mixing,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00773,CC-QLT-773,Quality Cost Center 773,Quality,CC-00003,EMP-000773,Plant-01,Refining,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00774,CC-WHS-774,Warehouse Cost Center 774,Warehouse,CC-00004,EMP-000774,Plant-01,Conching,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00775,CC-SCM-775,Supply Chain Cost Center 775,Supply Chain,CC-00005,EMP-000775,Plant-01,Tempering,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00776,CC-UTL-776,Utilities Cost Center 776,Utilities,CC-00006,EMP-000776,Plant-01,Molding,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00777,CC-SLS-777,Sales Cost Center 777,Sales,CC-00007,EMP-000777,Plant-01,Cooling,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00778,CC-HR-778,Human Resources Cost Center 778,Human Resources,CC-00008,EMP-000778,Plant-01,Packaging,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00779,CC-FIN-779,Finance Cost Center 779,Finance,CC-00009,EMP-000779,Plant-01,Utilities,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00780,CC-ENG-780,Engineering Cost Center 780,Engineering,CC-00010,EMP-000780,Plant-01,Administration,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00781,CC-MNT-781,Maintenance Cost Center 781,Maintenance,CC-00001,EMP-000781,Plant-01,Roasting,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00782,CC-PRD-782,Production Cost Center 782,Production,CC-00002,EMP-000782,Plant-01,Mixing,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00783,CC-QLT-783,Quality Cost Center 783,Quality,CC-00003,EMP-000783,Plant-01,Refining,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00784,CC-WHS-784,Warehouse Cost Center 784,Warehouse,CC-00004,EMP-000784,Plant-01,Conching,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00785,CC-SCM-785,Supply Chain Cost Center 785,Supply Chain,CC-00005,EMP-000785,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00786,CC-UTL-786,Utilities Cost Center 786,Utilities,CC-00006,EMP-000786,Plant-01,Molding,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00787,CC-SLS-787,Sales Cost Center 787,Sales,CC-00007,EMP-000787,Plant-01,Cooling,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00788,CC-HR-788,Human Resources Cost Center 788,Human Resources,CC-00008,EMP-000788,Plant-01,Packaging,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00789,CC-FIN-789,Finance Cost Center 789,Finance,CC-00009,EMP-000789,Plant-01,Utilities,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00790,CC-ENG-790,Engineering Cost Center 790,Engineering,CC-00010,EMP-000790,Plant-01,Administration,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00791,CC-MNT-791,Maintenance Cost Center 791,Maintenance,CC-00001,EMP-000791,Plant-01,Roasting,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00792,CC-PRD-792,Production Cost Center 792,Production,CC-00002,EMP-000792,Plant-01,Mixing,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00793,CC-QLT-793,Quality Cost Center 793,Quality,CC-00003,EMP-000793,Plant-01,Refining,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00794,CC-WHS-794,Warehouse Cost Center 794,Warehouse,CC-00004,EMP-000794,Plant-01,Conching,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00795,CC-SCM-795,Supply Chain Cost Center 795,Supply Chain,CC-00005,EMP-000795,Plant-01,Tempering,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00796,CC-UTL-796,Utilities Cost Center 796,Utilities,CC-00006,EMP-000796,Plant-01,Molding,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00797,CC-SLS-797,Sales Cost Center 797,Sales,CC-00007,EMP-000797,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00798,CC-HR-798,Human Resources Cost Center 798,Human Resources,CC-00008,EMP-000798,Plant-01,Packaging,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00799,CC-FIN-799,Finance Cost Center 799,Finance,CC-00009,EMP-000799,Plant-01,Utilities,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00800,CC-ENG-800,Engineering Cost Center 800,Engineering,CC-00010,EMP-000800,Plant-01,Administration,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00801,CC-MNT-801,Maintenance Cost Center 801,Maintenance,CC-00001,EMP-000801,Plant-01,Roasting,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00802,CC-PRD-802,Production Cost Center 802,Production,CC-00002,EMP-000802,Plant-01,Mixing,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00803,CC-QLT-803,Quality Cost Center 803,Quality,CC-00003,EMP-000803,Plant-01,Refining,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00804,CC-WHS-804,Warehouse Cost Center 804,Warehouse,CC-00004,EMP-000804,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00805,CC-SCM-805,Supply Chain Cost Center 805,Supply Chain,CC-00005,EMP-000805,Plant-01,Tempering,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00806,CC-UTL-806,Utilities Cost Center 806,Utilities,CC-00006,EMP-000806,Plant-01,Molding,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00807,CC-SLS-807,Sales Cost Center 807,Sales,CC-00007,EMP-000807,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00808,CC-HR-808,Human Resources Cost Center 808,Human Resources,CC-00008,EMP-000808,Plant-01,Packaging,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00809,CC-FIN-809,Finance Cost Center 809,Finance,CC-00009,EMP-000809,Plant-01,Utilities,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00810,CC-ENG-810,Engineering Cost Center 810,Engineering,CC-00010,EMP-000810,Plant-01,Administration,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00811,CC-MNT-811,Maintenance Cost Center 811,Maintenance,CC-00001,EMP-000811,Plant-01,Roasting,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00812,CC-PRD-812,Production Cost Center 812,Production,CC-00002,EMP-000812,Plant-01,Mixing,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00813,CC-QLT-813,Quality Cost Center 813,Quality,CC-00003,EMP-000813,Plant-01,Refining,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00814,CC-WHS-814,Warehouse Cost Center 814,Warehouse,CC-00004,EMP-000814,Plant-01,Conching,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
